      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[23:22:00.000 08/09/1994]        0     "    0    0    0	## time resolution: 100
[23:22:00.000 08/09/1994]        0          0    0    0
[23:22:30.000 08/09/1994]     3000     "    0    0    0	Sleep_stage_W duration: 330
[23:28:00.000 08/09/1994]    36000     "    0    0    0	Sleep_stage_1 duration: 240
[23:32:00.000 08/09/1994]    60000     "    0    0    0	Sleep_stage_2 duration: 720
[23:44:00.000 08/09/1994]   132000     "    0    0    0	Sleep_stage_3 duration: 30
[23:44:30.000 08/09/1994]   135000     "    0    0    0	Sleep_stage_2 duration: 30
[23:45:00.000 08/09/1994]   138000     "    0    0    0	Sleep_stage_3 duration: 60
[23:46:00.000 08/09/1994]   144000     "    0    0    0	Sleep_stage_2 duration: 90
[23:47:30.000 08/09/1994]   153000     "    0    0    0	Sleep_stage_3 duration: 90
[23:49:00.000 08/09/1994]   162000     "    0    0    0	Sleep_stage_2 duration: 30
[23:49:30.000 08/09/1994]   165000     "    0    0    0	Sleep_stage_3 duration: 30
[23:50:00.000 08/09/1994]   168000     "    0    0    0	Sleep_stage_4 duration: 30
[23:50:30.000 08/09/1994]   171000     "    0    0    0	Sleep_stage_3 duration: 30
[23:51:00.000 08/09/1994]   174000     "    0    0    0	Sleep_stage_4 duration: 30
[23:51:30.000 08/09/1994]   177000     "    0    0    0	Sleep_stage_3 duration: 30
[23:52:00.000 08/09/1994]   180000     "    0    0    0	Sleep_stage_4 duration: 30
[23:52:30.000 08/09/1994]   183000     "    0    0    0	Sleep_stage_3 duration: 30
[23:53:00.000 08/09/1994]   186000     "    0    0    0	Sleep_stage_4 duration: 90
[23:54:30.000 08/09/1994]   195000     "    0    0    0	Sleep_stage_3 duration: 30
[23:55:00.000 08/09/1994]   198000     "    0    0    0	Sleep_stage_4 duration: 30
[23:55:30.000 08/09/1994]   201000     "    0    0    0	Sleep_stage_3 duration: 30
[23:56:00.000 08/09/1994]   204000     "    0    0    0	Sleep_stage_4 duration: 90
[23:57:30.000 08/09/1994]   213000     "    0    0    0	Sleep_stage_3 duration: 60
[23:58:30.000 08/09/1994]   219000     "    0    0    0	Sleep_stage_4 duration: 180
[00:01:30.000 09/09/1994]   237000     "    0    0    0	Sleep_stage_3 duration: 30
[00:02:00.000 09/09/1994]   240000     "    0    0    0	Sleep_stage_4 duration: 270
[00:06:30.000 09/09/1994]   267000     "    0    0    0	Sleep_stage_3 duration: 30
[00:07:00.000 09/09/1994]   270000     "    0    0    0	Sleep_stage_4 duration: 780
