      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[23:00:00.000 12/07/1994]        0     "    0    0    0	## time resolution: 100
[23:00:00.000 12/07/1994]        0          0    0    0
[23:00:00.000 12/07/1994]        0     "    0    0    0	Sleep_stage_W duration: 1560
[23:26:00.000 12/07/1994]   156000     "    0    0    0	Sleep_stage_1 duration: 90
[23:27:30.000 12/07/1994]   165000     "    0    0    0	Sleep_stage_2 duration: 570
[23:37:00.000 12/07/1994]   222000     "    0    0    0	Sleep_stage_1 duration: 120
[23:39:00.000 12/07/1994]   234000     "    0    0    0	Sleep_stage_2 duration: 60
[23:40:00.000 12/07/1994]   240000     "    0    0    0	Sleep_stage_3 duration: 60
[23:41:00.000 12/07/1994]   246000     "    0    0    0	Sleep_stage_1 duration: 30
[23:41:30.000 12/07/1994]   249000     "    0    0    0	Sleep_stage_2 duration: 150
[23:44:00.000 12/07/1994]   264000     "    0    0    0	Sleep_stage_3 duration: 90
[23:45:30.000 12/07/1994]   273000     "    0    0    0	Sleep_stage_2 duration: 30
[23:46:00.000 12/07/1994]   276000     "    0    0    0	Sleep_stage_1 duration: 30
[23:46:30.000 12/07/1994]   279000     "    0    0    0	Sleep_stage_2 duration: 90
[23:48:00.000 12/07/1994]   288000     "    0    0    0	Sleep_stage_W duration: 120
[23:50:00.000 12/07/1994]   300000     "    0    0    0	Sleep_stage_1 duration: 60
[23:51:00.000 12/07/1994]   306000     "    0    0    0	Sleep_stage_2 duration: 240
[23:55:00.000 12/07/1994]   330000     "    0    0    0	Sleep_stage_W duration: 240
[23:59:00.000 12/07/1994]   354000     "    0    0    0	Sleep_stage_2 duration: 60
[00:00:00.000 13/07/1994]   360000     "    0    0    0	Sleep_stage_3 duration: 30
[00:00:30.000 13/07/1994]   363000     "    0    0    0	Sleep_stage_2 duration: 30
[00:01:00.000 13/07/1994]   366000     "    0    0    0	Sleep_stage_1 duration: 60
[00:02:00.000 13/07/1994]   372000     "    0    0    0	Sleep_stage_W duration: 90
[00:03:30.000 13/07/1994]   381000     "    0    0    0	Sleep_stage_1 duration: 120
[00:05:30.000 13/07/1994]   393000     "    0    0    0	Sleep_stage_2 duration: 30
[00:06:00.000 13/07/1994]   396000     "    0    0    0	Sleep_stage_1 duration: 60
[00:07:00.000 13/07/1994]   402000     "    0    0    0	Sleep_stage_2 duration: 60
[00:08:00.000 13/07/1994]   408000     "    0    0    0	Sleep_stage_1 duration: 90
[00:09:30.000 13/07/1994]   417000     "    0    0    0	Sleep_stage_W duration: 90
[00:11:00.000 13/07/1994]   426000     "    0    0    0	Sleep_stage_1 duration: 30
[00:11:30.000 13/07/1994]   429000     "    0    0    0	Sleep_stage_2 duration: 150
[00:14:00.000 13/07/1994]   444000     "    0    0    0	Sleep_stage_3 duration: 30
[00:14:30.000 13/07/1994]   447000     "    0    0    0	Sleep_stage_2 duration: 180
[00:17:30.000 13/07/1994]   465000     "    0    0    0	Sleep_stage_3 duration: 60
[00:18:30.000 13/07/1994]   471000     "    0    0    0	Sleep_stage_2 duration: 30
[00:19:00.000 13/07/1994]   474000     "    0    0    0	Sleep_stage_R duration: 120
[00:21:00.000 13/07/1994]   486000     "    0    0    0	Sleep_stage_2 duration: 300
[00:26:00.000 13/07/1994]   516000     "    0    0    0	Sleep_stage_1 duration: 240
[00:30:00.000 13/07/1994]   540000     "    0    0    0	Sleep_stage_2 duration: 240
[00:34:00.000 13/07/1994]   564000     "    0    0    0	Sleep_stage_1 duration: 30
[00:34:30.000 13/07/1994]   567000     "    0    0    0	Sleep_stage_W duration: 420
[00:41:30.000 13/07/1994]   609000     "    0    0    0	Sleep_stage_1 duration: 30
[00:42:00.000 13/07/1994]   612000     "    0    0    0	Sleep_stage_2 duration: 150
[00:44:30.000 13/07/1994]   627000     "    0    0    0	Sleep_stage_3 duration: 30
[00:45:00.000 13/07/1994]   630000     "    0    0    0	Sleep_stage_2 duration: 90
[00:46:30.000 13/07/1994]   639000     "    0    0    0	Sleep_stage_3 duration: 60
